버정거리총합,상호개수,교통사고건수,보호구역개수,화재발생건수,주유소명,주소,위도,경도
0.788395904,0.567567568,0.531602709,0.771929825,0.833333333,우정주유소,울산 중구 중앙길 14 (성남동),35.553425,129.3151601
0.460750853,0.243243243,0.176072235,0.543859649,0.260416667,스카이주유소,울산 중구 성안로 157 (성안동),35.5747248,129.3156284
0.737201365,0.378378378,0.439051919,0.701754386,0.380208333,대영주유소,울산 중구 북부순환도로 730,35.5714513,129.3352122
0.56996587,0.243243243,0.223476298,0.596491228,0.3125,함월셀프주유소,울산 중구 성안로 135 (성안동),35.5729302,129.3145643
0.699658703,0.621621622,0.515801354,0.596491228,0.645833333,(주)화주유소,울산 중구 태화로 248 (태화동),35.5527275,129.3025282
0.580204778,0.459459459,0.309255079,0.526315789,0.239583333,태화루주유소,울산 중구 태화로 161,35.5532054,129.2937214
0.494880546,0.405405405,0.195259594,0.456140351,0.125,미림주유소,울산 중구 태화로 119 (태화동),35.5535135,129.2891912
0.552901024,0.189189189,0.239277652,0.526315789,0.161458333,지에스칼텍스㈜ 혁신도시주유소,울산 중구 종가로 406-36,35.5794053,129.3383771
0.296928328,0.162162162,0.183972912,0.333333333,0.25,동아주유소,울산 중구 다운로 166,35.5674474,129.2665966
0.372013652,0.351351351,0.231376975,0.438596491,0.125,북부순환주유소,울산 중구 북부순환도로 194,35.5573062,129.2834382
0.651877133,0.486486486,0.430022573,0.561403509,0.260416667,경암주유소,울산 중구 북부순환도로 147 (태화동),35.5529072,129.3000716
0.641638225,0.540540541,0.415349887,0.526315789,0.369791667,다향주유소,울산 중구 북부순환도로 189 (태화동),35.5551854,129.3002639
0.726962457,0.324324324,0.323927765,0.719298246,0.395833333,우정혁신주유소,울산 중구 북부순환도로 323,35.5670688,129.3155818
0.76109215,0.405405405,0.441309255,0.807017544,0.411458333,혁신주유소,울산 중구 북부순환도로 492 (교동),35.5619215,129.3162028
0.791808874,0.459459459,0.463882619,0.771929825,0.411458333,정다운주유소,울산 중구 명륜로 125 (교동),35.5605964,129.3164211
0.812286689,0.540540541,0.781038375,0.894736842,0.692708333,울산주유소,울산 중구 구교로 83 (학성동),35.5526342,129.3395036
0.815699659,0.486486486,0.588036117,0.964912281,0.734375,행운주유소,울산 중구 구교로 137 (반구동),35.557302,129.3387717
